ID Strain;Year;Region;Animal species of origin;Organ of origin;ST;Species;Putative Subspecies;LANCEFIELD GROUP;Haemolysis;2223,140967;2241,073989;2262,75751;2679,802856;2978,296408;3159,441237;3354,28405;3364,608472;3397,909861;3418,174965;3443,92179;3952,786854;4091,36986;4451,322399;4475,014345;4490,070134;4515,266689;4539,794508;4744,086475;5052,231151;5362,981449;5914,103743;5959,116466;6312,288749;6326,214406;6710,341788;6730,906818;6768,620734;6797,381802;6838,493584;6889,619768;6942,146487;7386,929024;7525,518221;7905,893368;8182,839667;9030,351844;9073,208159;9487,183195;10103,20284;10400,80576;10491,16654;10930,54833;13276,73249;14943,03835;15048,89449;Eritromicina;Ceftiofur;Tetraciclina;Gentamicina;Penicillina;Ampicillina;Sulfametossazolo_trimethoprim;Clindamicina;Enrofloxacin;aad(6);ANT(6)-Ia;APH(2'')-IIIa;APH(3')-IIIa;catS;dfrF;E. faecalis chloramphenicol acetyltransferase;Erm(47);ErmB;fexA;L._reuteri cat-TC;lmrP;lnuC;lnuD;lsaC;lsaE;mefE;optrA;poxtA;SAT-4;tet(40);tet(L);tetM;tetO;tetS;tetT;vatE;fbp54;gbs0630;gbs0631;gbs0632;hasC;lmb;mf2;mf3;scpA;sda;ska;slo;smeZ;spec;speg;spek;spel;spem
V745;2021;Puglia;Bovine;Milk;ST305;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000463706;0,000222781;0,000119254;0,00025022;9,00073E-05;0,000125683;0,000258477;0,001057146;0,000570379;0,000372129;0,000459971;0,000509809;0,000486195;0,001445414;0,000595958;0,00041801;0,000398868;0,000254591;0,000529828;0,000170653;0,000547905;0,001104464;0,000237084;0,000516194;0,000124803;0,000744825;0,001950054;0,000794478;0,000984393;0,000602834;0,000919415;0,00040314;5,88256E-05;7,79101E-05;0,00075813;0,000614038;0,000225236;0,000190005;0,000671569;0,000164046;0,000158818;0,000127018;0,000188158;3,49637E-05;5,98348E-05;3,61587E-05;S;S;NS;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
V755;2021;LUPPI;Bovine;Milk;ST303;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000427017;0,000210779;0,000122537;0,000103793;0,000576338;0,000241288;0,000209887;0,000920738;0,000598327;0,000255142;0,000442899;0,00076618;0,00036881;0,001173703;0,000520681;0,000349615;0,000278628;0,000220268;0,000733254;0,000419587;0,000221087;0,00021468;0,001057493;0,000499404;9,31312E-05;0,00055079;0,001576639;0,000663523;0,000921412;0,000411685;0,000774675;0,000267605;7,21522E-05;0,000218245;0,000994177;0,00043287;0,00015089;0,000174589;0,000849791;0,000354887;0,000163835;0,000130883;3,15588E-05;6,45982E-05;6,75186E-05;0,000127004;NS;S;NS;S;S;S;S;NS;NS;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V756;2021;LUPPI;Bovine;Milk;ST308;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000397313;0,000203095;0,000134023;0,00022814;0,000511739;0,000275981;0,000212576;0,000939495;0,000621607;0,000342489;0,000520546;0,000658135;0,000503216;0,001064488;0,000362628;0,000286498;0,000349351;0,000333687;0,000976327;0,000452325;0,000431054;0,000176997;0,000898435;0,000526718;8,86925E-05;0,000521386;0,001484826;0,000618798;0,000896109;0,00048821;0,00088449;0,000357575;4,74608E-05;0,000120716;0,00081283;0,000558303;0,000237087;0,000257729;0,001062485;0,000355027;0,00022621;0,000175975;3,91415E-05;5,6537E-05;8,34735E-05;8,16709E-05;S;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V757;2021;LUPPI;Bovine;Milk;ST691;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000393298;0,000192523;0,000128083;0,000287286;0,000550084;0,000273426;0,000209089;0,000893182;0,000559312;0,000400729;0,000606861;0,000618468;0,000518703;0,001093402;0,000384259;0,000301298;0,000370718;0,000321316;0,000801923;0,000357409;0,000572217;0,000197492;0,000961268;0,000537941;0,000102393;0,000525354;0,001445001;0,000584541;0,000843888;0,000559851;0,001059853;0,000400745;3,51638E-05;0,000102329;0,000810113;0,000597501;0,00026654;0,000266938;0,000932823;0,000296924;0,000232454;0,00019316;0,00022332;5,56817E-05;8,92798E-05;6,74994E-05;NS;S;NS;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V761;2021;Toscana;Bovine;Milk;ST306;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000585388;0,000262833;0,00018169;0,000278364;0,000758324;0,000285612;0,000254497;0,001053427;0,000795941;0,000424737;0,000379215;0,000784138;0,000590172;0,001447584;0,000500835;0,000400124;0,000396942;0,000302209;0,000620765;0,000311107;0,00049916;0,000270595;0,001235551;0,000552989;0,00010633;0,000581319;0,001584692;0,000668995;0,001075546;0,000553074;0,000608998;0,000301938;4,39204E-05;0,000111969;0,000940883;0,000614327;0,000213865;0,000196302;0,000701352;0,000248849;0,000167096;0,000136002;0,000193373;5,06086E-05;6,9183E-05;5,92577E-05;S;S;S;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0
V763;2021;NA;Dog;Urine;ST24;Streptococcus_canis;Streptococcus canis;G;b;0,000496014;0,000151812;0,000138505;9,7515E-05;0,000835465;0,000466231;0,000717026;0,000358604;0,000528591;0,000205083;0,000100565;0,000918076;0,000306774;0,001273468;0,000288801;0,000375964;0,000450044;0,000382171;0,000545141;0,000214636;0,0002076;0,0003004;0,0013486;0,000154604;0,000741364;0,00116865;0,000502748;0,000406227;0,000735784;0,000294371;0,000148043;0,000151063;5,52259E-05;0,000705723;0,001063541;0,000334685;8,15575E-05;7,94126E-05;0,000597313;9,53174E-05;5,39631E-05;4,46093E-05;6,5651E-05;5,15898E-05;8,16482E-05;0,000445157;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V77;2005;NA;Cat;Lung;ST95;Streptococcus_canis;Streptococcus canis;G;b;0,000508824;0,000160061;0,000165486;0,000115729;0,000623573;0,000379452;0,000726191;0,000466433;0,000581767;0,000579948;0,000172495;0,00065549;0,000509332;0,0011054;0,00030244;0,000318065;0,000382184;0,00029725;0,000543035;0,000333543;0,000182747;0,000212893;0,000953782;0,000107736;0,00053007;0,001090373;0,000600511;0,000410916;0,000774757;0,000868005;0,000269823;0,000299534;0,000115715;0,000265793;0,000772529;0,000533551;0,000248881;0,000214061;0,000603409;0,000245415;0,0001318;0,000125637;0,000213235;7,99541E-05;7,56452E-05;0,000173587;S;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V778;2021;Marche;Bovine;Milk;ST305;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,00048699;0,000190147;0,000107147;0,000206079;0,000161536;0,000102045;0,000282828;0,000994116;0,00058999;0,000375874;0,000361379;0,000472905;0,000506175;0,001537144;0,000468752;0,000381392;0,000382487;0,000289338;0,000420828;0,00012518;0,000462755;0,001124407;0,000410439;0,000333418;8,80488E-05;0,000786099;0,001892319;0,000741631;0,001043364;0,00061038;0,000746658;0,000427465;4,22547E-05;7,47655E-05;0,000718514;0,000663235;0,00025277;0,000218329;0,000540449;0,000113064;0,000159131;0,000138318;0,000203688;2,92355E-05;7,05715E-05;4,23265E-05;NS;S;S;S;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V782;2021;Calabria;Bovine;Milk;ST305;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000516707;0,000242375;0,000148269;0,000234582;9,00696E-05;0,00028909;0,000271183;0,001095236;0,000681011;0,000364662;0,000559287;0,000614657;0,000440906;0,001404981;0,000376268;0,00038992;0,000344301;0,000241429;0,000638869;0,000270336;0,000491455;0,001053574;0,000206272;0,000617614;0,000125937;0,000702827;0,001873179;0,00079439;0,0010488;0,000567051;0,001021383;0,000434507;4,03845E-05;0,000100727;0,000797591;0,000527131;0,000230914;0,000215045;0,000753875;0,000228572;0,000166905;0,000132165;0,000192552;4,63243E-05;7,73842E-05;6,07435E-05;NS;S;NS;S;S;S;S;NS;S;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
V785;2021;Lazio;Bovine;Milk;ST687;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000464127;0,000198099;0,000131117;0,000281299;0,000555564;0,000260846;0,000222285;0,000952234;0,000655385;0,000376061;0,000482712;0,000503327;0,000463137;0,001365358;0,000379166;0,000367128;0,000372827;0,000314738;0,000609408;0,000266738;0,000596922;0,000223313;0,001082036;0,000581293;9,74051E-05;0,000626089;0,001719687;0,000729984;0,001073599;0,000573952;0,000932004;0,000391182;4,84287E-05;0,000142882;0,000711854;0,00057724;0,000273332;0,00025154;0,000746089;0,000239601;0,000194118;0,00016971;3,82975E-05;5,5057E-05;9,04952E-05;8,85991E-05;NS;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V79;2005;NA;Cat;Liver;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000602962;0,000120166;0,000155637;0,000163373;0,000629582;0,00048331;0,000456989;0,000263805;0,000481798;0,000530089;0,000155529;0,000656976;0,000474806;0,001231949;0,00041612;0,000291665;0,000416885;0,000408367;0,000662342;0,000360266;0,000272647;0,000101778;0,000900181;0,000110816;0,000577301;0,000637629;0,000272666;0,000282179;0,000620397;0,000728267;0,000204012;0,000233296;4,38673E-05;0,000181664;0,000711469;0,000463152;0,000237887;0,000275346;0,000677089;0,000246481;0,000199982;0,000146325;0,00016427;9,92653E-05;7,68821E-05;0,000108878;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V790;2021;Lazio;Swine;Nose;ST634;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000545926;0,000149914;0,000171794;4,69579E-05;0,000747837;0,000281957;7,78202E-05;0,000159226;0,000675317;0,000444415;0,000207916;0,000830671;0,000336911;0,001357386;0,000365742;0,000414006;0,000303871;0,000181647;0,000599762;0,000191289;8,35691E-05;0,000233435;0,001206268;6,65095E-05;0,000330712;8,64065E-05;0,00020247;0,000322494;0,001028044;0,000604583;0,000349285;0,0002217;0,000296568;0,000721725;0,000938742;0,000339979;8,62315E-05;0,000101094;0,000614793;6,48679E-05;7,3056E-05;6,85284E-05;0,000110982;4,10927E-05;9,38312E-05;0,000441275;NS;S;NS;NS;S;S;S;NS;S;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V794;2021;Toscana;Swine;Lung;ST338;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000584556;0,000136303;0,000182061;0,000214569;0,000534042;0,000277546;0,00010864;0,000385449;0,000853911;0,000399635;0,000322875;0,000614686;0,000471185;0,001529905;0,000494612;0,000402859;0,000338309;0,000242662;0,000539231;0,000293275;0,000369399;0,000228581;0,000930455;8,3447E-05;0,00041308;0,000151865;0,000535277;0,000594235;0,001463173;0,000759068;0,000420523;0,000358453;0,000375027;0,000365772;0,000771288;0,000502423;0,00016072;0,000164679;0,000635452;0,000214349;9,56689E-05;0,000115839;0,0002431;3,82672E-05;9,72682E-05;0,000273727;S;S;NS;S;S;S;NS;NS;S;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V8;ante 2004;NA;Dog;Semen;ST101;Streptococcus_canis;Streptococcus canis;G;b;0,000516315;0,000115103;0,000169521;7,36419E-05;0,000657387;0,000502473;0,000612526;0,000327163;0,00053456;0,000213433;0,000118553;0,000712758;0,000531749;0,000981883;0,000320939;0,000250767;0,000402296;0,000307871;0,00067976;0,000404645;0,000108427;0,000326832;0,000869572;0,000103942;0,000545248;0,00081333;0,000333592;0,000292158;0,000607141;0,000236034;0,000108989;0,000175303;4,88529E-05;0,000466628;0,000726122;0,000486137;0,000240692;0,000195662;0,000664436;0,000251049;0,000107947;9,41036E-05;0,000189958;0,000104263;8,27558E-05;0,000257586;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V800;2021;NA;Bovine;Milk;ST307;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. dysgalactiae;C;a;0,000455798;0,000252807;0,000125233;6,0985E-05;0,000585977;0,000365343;0,000258248;0,001094649;0,000536961;0,000214207;0,000138465;0,000633282;0,000571781;0,0012212;0,000360864;0,000496294;0,00023953;0,00022913;0,000787173;0,000314769;3,77093E-05;0,000234883;0,000988363;0,000700388;0,000136909;0,000611171;0,001665625;0,000580128;0,000789736;0,000324175;0,000249395;0,000329144;2,49156E-05;8,97283E-05;0,00077639;0,000616881;0,000101959;0,000194988;0,000843495;0,000249617;8,79954E-05;0,0001091;0,000297521;5,96644E-05;7,29765E-05;5,92864E-05;S;S;NS;S;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
V82;2006;NA;Cat;Intestine;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000458613;0,000120964;0,000147257;0,000269896;0,000570722;0,000338437;0,000596111;0,000320643;0,000537281;0,000667664;0,000206455;0,000605775;0,000529298;0,001083123;0,000313967;0,000298065;0,000395455;0,000349151;0,000368095;0,000308276;0,000488489;0,000349248;0,000926411;0,00011448;0,000548942;0,000937626;0,000414487;0,000408866;0,000772076;0,001036327;0,000327743;0,000371869;0,000318931;0,000197614;0,000758399;0,000592403;0,000263152;0,000276946;0,000452094;0,000253671;0,000210921;0,000161794;0,000203236;5,94959E-05;7,01736E-05;0,000143522;S;S;S;NS;S;S;S;S;S;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V90;2006;NA;Dog;Pus;ST13;Streptococcus_canis;Streptococcus canis;G;b;0,000504951;0,00015398;0,000158306;0,000181245;0,000610302;0,000473325;0,000374354;0,000524579;0,000512801;0,000376741;0,000129807;0,000605041;0,000525795;0,001041923;0,000332577;0,000283568;0,000410529;0,000400498;0,000646391;0,000339258;0,000272216;0,000243229;0,000890634;0,000128072;0,000598464;0,000555448;0,000601828;0,000283038;0,000658284;0,00041895;0,000145326;0,000273201;0,000377115;0,000238182;0,000674596;0,000525293;0,000288361;0,000309944;0,000671262;0,000237388;0,000224141;0,000184719;0,000230239;8,88883E-05;7,99613E-05;0,000137316;S;S;NS;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
V91;2006;NA;Dog;Intestine;ST9;Streptococcus_canis;Streptococcus canis;G;b;0,000520117;0,000123985;0,000169243;0,000173705;0,000597121;0,000413592;0,00057238;0,000310127;0,000531955;0,000645919;0,000211628;0,00066978;0,00052825;0,001027674;0,000350652;0,000272389;0,000433078;0,000361433;0,000477433;0,000335619;0,000254238;8,46503E-05;0,000850986;0,000115431;0,000559917;0,000826491;0,000362928;0,000361663;0,000684493;0,00091582;0,000285504;0,000312587;6,52499E-05;0,000331921;0,000743691;0,000533985;0,000236575;0,000259459;0,000514287;0,000237497;0,000201896;0,000150471;0,000174897;9,18218E-05;7,76187E-05;0,000213903;S;S;S;NS;S;S;S;S;NS;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
V95;2006;NA;Swine;Spleen;ST705;Streptococcus_dysgalactiae;Streptococcus dysgalactiae subsp. equisimilis;C;b;0,000537835;0,000144296;0,000174648;6,20575E-05;0,000136538;0,000414159;9,02869E-05;0,000196068;0,000574314;0,000428556;0,000163333;0,000586054;0,00050017;0,001114017;0,000305436;0,000392325;0,000400344;0,000305747;0,000734879;0,000121455;8,07599E-05;0,000780807;0,000207257;6,79448E-05;0,000398609;7,2755E-05;0,000276671;0,000220907;0,000776115;0,000503429;0,000242144;0,000241769;0,000363369;8,52756E-05;0,000654848;0,000482457;0,000214593;0,000182479;0,000719577;6,57729E-05;8,09291E-05;0,000100686;0,000212673;6,72918E-05;6,27021E-05;4,33681E-05;NS;S;NS;NS;S;S;S;NS;S;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
